"","course_dept","full_term","college","teach_ge_n","teach_ge_fte","mean_credit","total_credit"
"79","International Studies",201601,"College of Arts & Sciences",1050,0.4,31.152380952381,32710
"80","International Studies",201602,"College of Arts & Sciences",720,0.415555555555556,32.6875,23535
"81","International Studies",201603,"College of Arts & Sciences",592,0.41125,30.5945945945946,18112
"82","Journalism",201601,"School of Journalism & Communication",768,0.326666666666667,68.2734375,52434
"83","Journalism",201602,"School of Journalism & Communication",9856,0.414090909090909,79.1473214285714,780076
"84","Journalism",201603,"School of Journalism & Communication",13446,0.41,68.8875502008032,926262
"85","Landscape Architecture",201601,"College of Design",736,0.2125,24.6739130434783,18160
"86","Landscape Architecture",201602,"College of Design",498,0.275,20.1084337349398,10014
"87","Landscape Architecture",201603,"College of Design",510,0.241666666666667,23.0941176470588,11778
"88","Law",201601,"School of Law",448,0.4225,53.375,23912
"89","Law",201602,"School of Law",508,0.4225,46.8464566929134,23798
"90","Law",201603,"School of Law",240,0.44,46.1666666666667,11080
"91","Linguistics",201601,"College of Arts & Sciences",4347,0.46,17.832298136646,77517
"92","Linguistics",201602,"College of Arts & Sciences",3825,0.4468,18.3856209150327,70325
"93","Linguistics",201603,"College of Arts & Sciences",3586,0.453181818181818,23.7361963190184,85118
"94","Mathematics",201601,"College of Arts & Sciences",41907,0.49,31.943231441048,1338645
"95","Mathematics",201602,"College of Arts & Sciences",38527,0.49,29.7565084226646,1146429
"96","Mathematics",201603,"College of Arts & Sciences",31179,0.49,30.7879341864717,959937
"97","Music",201601,"School of Music & Dance",37990,0.314310344827586,17.2732824427481,656212
"98","Music",201602,"School of Music & Dance",37700,0.304310344827586,14.7615384615385,556510
"99","Music",201603,"School of Music & Dance",35055,0.310047368421053,17.0910569105691,599127
"100","Philosophy",201601,"College of Arts & Sciences",4263,0.442068965517241,34.2040816326531,145812
"101","Philosophy",201602,"College of Arts & Sciences",4830,0.440666666666667,27.9378881987578,134940
"102","Philosophy",201603,"College of Arts & Sciences",4800,0.431333333333333,30.74375,147570
"103","Physics",201601,"College of Arts & Sciences",7448,0.393157894736842,42.8877551020408,319428
"104","Physics",201602,"College of Arts & Sciences",6308,0.360263157894737,48.6927710843374,307154
"105","Physics",201603,"College of Arts & Sciences",5733,0.340769230769231,38.8163265306122,222534
"106","Political Science",201601,"College of Arts & Sciences",6480,0.440666666666667,35.4166666666667,229500
"107","Political Science",201602,"College of Arts & Sciences",6670,0.442068965517241,34.3913043478261,229390
"108","Political Science",201603,"College of Arts & Sciences",5460,0.440357142857143,34.6871794871795,189392
"109","Psychology",201601,"College of Arts & Sciences",10150,0.4628,60.2118226600985,611150
"110","Psychology",201602,"College of Arts & Sciences",7998,0.47046511627907,62.6989247311828,501466
"111","Psychology",201603,"College of Arts & Sciences",9636,0.452727272727273,52.689497716895,507716
"112","Romance Languages",201601,"College of Arts & Sciences",30440,0.49,14.9382391590013,454720
"113","Romance Languages",201602,"College of Arts & Sciences",27540,0.484722222222222,13.6052287581699,374688
"114","Romance Languages",201603,"College of Arts & Sciences",26159,0.47972972972973,13.2588401697313,346838
"115","Russian, East European, & Eurasian Studies",201601,"College of Arts & Sciences",236,0.49,9.40677966101695,2220
"116","Russian, East European, & Eurasian Studies",201602,"College of Arts & Sciences",228,0.49,8.71929824561403,1988
"117","Russian, East European, & Eurasian Studies",201603,"College of Arts & Sciences",180,0.49,9.02222222222222,1624
"118","Sociology",201601,"College of Arts & Sciences",4557,0.456774193548387,49.108843537415,223789
"119","Sociology",201602,"College of Arts & Sciences",5576,0.463823529411765,49.0060975609756,273258
"120","Sociology",201603,"College of Arts & Sciences",6048,0.45,47.0416666666667,284508
"121","Special Education & Clinical Sciences",201601,"College of Education",4080,0.417083333333333,30.7647058823529,125520
"122","Special Education & Clinical Sciences",201602,"College of Education",3657,0.417826086956522,27.3459119496855,100004
"123","Special Education & Clinical Sciences",201603,"College of Education",3520,0.414545454545455,28.98125,102014
"124","Theatre Arts",201601,"College of Arts & Sciences",1040,0.454,10.7692307692308,11200
"125","Theatre Arts",201602,"College of Arts & Sciences",1250,0.454,8.968,11210
"126","Theatre Arts",201603,"College of Arts & Sciences",1190,0.445,8.36974789915966,9960
